Property_ID,Host_ID,Property_Type,Room_Type,Location_City,Location_Country,No_of_Bedrooms,No_of_Bathrooms,Amenities,Price_per_Night
572,63,Apartment,Shared room,Riveraport,Mauritania,3,2,"sit, his, fear, if, billion",801.09
573,121,Villa,Entire place,Amandatown,Turkey,5,3,"market, college, process, put, history",665.54
574,142,Villa,Private room,Sandyville,Kiribati,1,1,"century, interesting, training, keep, type",519.24
575,134,Villa,Entire place,Hardinland,Yemen,2,3,"kitchen, Republican, really, create, suddenly",634.18
576,61,Villa,Shared room,East Josephchester,Falkland Islands (Malvinas),1,2,"available, war, future, all, attack",544.09
577,294,House,Shared room,Lake Martinfort,Cote d'Ivoire,3,3,"like, many, billion, reflect, project",302.07
578,213,House,Private room,Robertsland,Cameroon,1,2,"capital, someone, bill, event, agreement",318.7
579,142,House,Shared room,Ryanfurt,Bhutan,4,1,"war, truth, body, career, rise",361.48
580,285,House,Private room,Davidstad,Norway,2,2,"very, church, wife, economic, goal",625.19
581,297,Studio,Entire place,Dunnmouth,Libyan Arab Jamahiriya,5,1,"wish, budget, later, exactly, as",848.73
582,230,Apartment,Shared room,Laurachester,Finland,3,2,"account, beyond, but, finish, morning",853.85
583,40,House,Shared room,South Katie,Peru,1,3,"could, ok, his, state, avoid",398.56
584,213,Studio,Entire place,Lake Danielle,Guatemala,4,3,"impact, hand, modern, left, check",816.25
585,249,Villa,Shared room,East Tamara,Kuwait,1,3,"rule, a, subject, recently, through",142.57
586,196,Villa,Private room,North Zachary,Cuba,3,3,"continue, short, ability, side, walk",561.7
587,50,Studio,Private room,Lake Thomaschester,Georgia,1,3,"here, see, woman, analysis, none",545.82
588,96,Villa,Shared room,West Michael,Antarctica (the territory South of 60 deg S),1,1,"stock, address, guess, true, list",763.92
589,136,House,Private room,Donaldview,Iraq,3,2,"quite, research, money, better, site",153.87
590,251,Villa,Shared room,Lake John,Uganda,5,2,"relate, seat, power, reduce, however",169.99
591,26,House,Private room,Wrighttown,Denmark,2,2,"whole, everything, degree, help, catch",988.26
592,146,Apartment,Shared room,West Ruthtown,United States of America,3,1,"consider, statement, performance, ok, a",91.2
593,95,House,Shared room,Ashleyburgh,Bosnia and Herzegovina,4,2,"national, public, society, face, to",252.48
594,99,House,Private room,East Maureen,Morocco,4,3,"tell, sea, just, if, condition",940.73
595,125,Apartment,Entire place,South Sherry,United Kingdom,4,1,"eight, here, something, task, no",236.26
596,86,Apartment,Shared room,South Toddberg,Cape Verde,3,2,"institution, phone, add, anything, sport",886.09
597,273,House,Shared room,West Charlene,Congo,1,2,"although, stock, protect, yourself, practice",714.42
598,285,Studio,Entire place,Garciafurt,South Africa,1,1,"free, might, performance, although, happen",317.9
599,34,House,Private room,New Robertfurt,Grenada,3,1,"option, once, rich, compare, Congress",143.97
600,15,House,Private room,Jennifershire,Slovenia,2,3,"style, view, PM, cost, huge",825.38
601,72,Studio,Entire place,Port Kennethville,Eritrea,2,2,"series, five, night, rise, instead",108.5
602,86,Villa,Entire place,West Amanda,Mauritius,3,3,"show, turn, address, bag, resource",591.25
603,298,House,Shared room,Alvaradofurt,Cocos (Keeling) Islands,4,3,"word, energy, ask, people, baby",984.01
604,254,House,Shared room,Porterberg,Solomon Islands,1,1,"foreign, field, think, never, hard",244.42
605,146,Studio,Entire place,Burtonville,Ghana,2,1,"production, player, large, together, former",376.99
606,117,Studio,Shared room,Wardtown,Malta,5,1,"meeting, although, debate, town, money",654.23
607,220,Villa,Private room,South Christopher,Georgia,2,3,"much, management, sometimes, happy, style",529.03
608,69,House,Entire place,East Jasonstad,Malta,1,3,"foreign, movement, gas, year, source",558.39
609,196,House,Private room,South Anna,Kyrgyz Republic,5,3,"consider, executive, meet, travel, officer",106.92
610,230,House,Private room,New Stevenland,Faroe Islands,3,2,"eye, animal, specific, beyond, tonight",682.94
611,235,Apartment,Private room,New Samantha,Honduras,2,2,"south, somebody, during, nice, different",351.81
612,95,Apartment,Private room,East Cameron,Lebanon,4,1,"than, form, ago, detail, far",184.37
613,191,Villa,Private room,Port Ashleyberg,Gibraltar,2,3,"lay, most, suffer, civil, east",602.44
614,174,House,Shared room,Delacruzchester,Morocco,2,3,"top, field, increase, throughout, boy",343.03
615,199,Studio,Entire place,East Davidside,Mali,1,3,"break, call, ask, campaign, now",599.87
616,217,House,Private room,East Jennifer,Peru,2,3,"skill, benefit, measure, area, send",533.49
617,20,Villa,Shared room,Meyersborough,Nauru,2,1,"name, boy, decide, perhaps, road",410.47
618,197,Studio,Private room,South Candiceborough,Argentina,3,3,"develop, hair, front, pick, buy",185.36
619,68,House,Entire place,Wardstad,Uruguay,3,2,"sit, medical, base, state, sister",85.22
620,13,Villa,Entire place,Lake David,Taiwan,5,3,"interesting, add, left, goal, husband",533.4
621,128,House,Shared room,Davischester,Romania,1,1,"mission, reveal, during, sea, visit",985.81
622,86,House,Private room,Omarmouth,Niue,5,2,"answer, manager, enough, government, agent",90.24
623,268,Studio,Shared room,Garciastad,Yemen,1,1,"put, nor, west, loss, direction",629.7
624,77,House,Private room,Lake Josephtown,New Zealand,3,1,"future, face, life, sound, under",412.6
625,38,Studio,Entire place,East Joyberg,Spain,4,2,"often, interest, professor, student, chance",129.62
626,61,Villa,Entire place,New Michael,Indonesia,2,3,"entire, away, strategy, article, first",702.9
627,259,Villa,Private room,Huffville,Marshall Islands,3,3,"identify, analysis, me, politics, machine",516.98
628,203,Villa,Private room,East Michael,Sudan,3,3,"history, audience, onto, or, produce",716.57
629,38,Villa,Private room,South Lynnville,Western Sahara,3,3,"news, size, eight, for, rule",224.34
630,299,Apartment,Entire place,South Laura,Western Sahara,4,3,"something, decade, organization, less, choose",519.51
631,154,Apartment,Entire place,Kellyfurt,Antigua and Barbuda,5,1,"year, you, try, recently, tough",76.36
632,225,Apartment,Entire place,Brianstad,Myanmar,5,1,"pick, early, instead, learn, attention",604.41
633,24,Apartment,Entire place,Thomasberg,Madagascar,4,3,"section, place, here, let, knowledge",372.21
634,121,Apartment,Private room,North Tinafurt,Saint Pierre and Miquelon,3,1,"responsibility, middle, financial, go, drop",128.78
635,34,Studio,Entire place,Cardenasborough,Northern Mariana Islands,5,3,"school, threat, sit, whether, than",129.33
636,230,Villa,Private room,New Daniel,Saint Lucia,2,2,"most, fire, stop, investment, success",684.6
637,108,Apartment,Private room,Davidstad,Antigua and Barbuda,4,2,"difference, myself, past, clearly, daughter",900.21
638,163,Studio,Entire place,Larryview,Isle of Man,1,1,"most, thing, wish, least, control",108.9
639,226,House,Private room,Shannonmouth,Brazil,3,1,"sister, manage, agree, to, stay",911.81
640,1,Villa,Shared room,North Shannon,Latvia,4,1,"daughter, tough, safe, consumer, room",385.56
641,300,Villa,Private room,South George,Falkland Islands (Malvinas),5,2,"body, power, mission, determine, describe",981.1
642,88,House,Entire place,Lewisbury,Malawi,1,1,"identify, hold, too, state, improve",851.08
643,276,Apartment,Shared room,West Keithton,Guam,3,2,"statement, necessary, tell, sister, once",113.66
644,267,Apartment,Private room,Christinachester,El Salvador,3,3,"production, cell, particularly, short, million",937.3
645,300,House,Private room,North Nicole,France,3,3,"thus, because, view, party, president",348.48
646,50,House,Entire place,Thompsonport,Fiji,4,1,"great, certain, lose, number, citizen",686.26
647,282,Villa,Entire place,Port Alexis,Brunei Darussalam,5,3,"administration, others, ground, fly, development",865.19
648,118,House,Entire place,New Andreaton,Northern Mariana Islands,3,2,"program, never, poor, she, would",968.1
649,80,Studio,Entire place,Cunninghamhaven,Turkey,5,1,"better, from, statement, prepare, degree",603.05
650,252,House,Shared room,South Nichole,United States Virgin Islands,5,2,"leader, forget, really, thought, billion",999.67
651,197,House,Entire place,Mercerland,Papua New Guinea,4,3,"woman, pattern, any, before, teacher",982.64
652,252,Villa,Private room,New Alexisstad,United Kingdom,3,2,"rest, large, as, heart, them",675.84
653,137,Apartment,Entire place,Braunfurt,North Macedonia,3,2,"get, receive, several, around, common",629.43
654,232,House,Private room,Davidview,Niger,3,3,"child, area, civil, play, some",748.22
655,267,House,Private room,Wadechester,Japan,2,2,"think, none, west, college, follow",396.89
656,91,Apartment,Shared room,Port Joshuaton,Portugal,3,2,"experience, day, plan, foreign, move",139.91
657,107,Villa,Shared room,Bryantborough,Honduras,2,3,"professional, television, watch, college, expert",289.27
658,39,Villa,Entire place,New Matthewburgh,Bulgaria,1,1,"actually, agreement, eat, administration, matter",988.94
659,292,Studio,Shared room,Paynefurt,Dominican Republic,2,1,"girl, yes, reality, reality, family",265.92
660,213,Studio,Private room,Ashleytown,Zimbabwe,1,2,"ask, fear, economy, model, speak",462.84
661,67,Apartment,Shared room,North Carl,New Caledonia,2,3,"staff, whether, increase, suffer, as",321.13
662,118,Villa,Private room,Port Calebport,New Zealand,4,1,"camera, campaign, history, hot, drug",691.56
663,242,Villa,Shared room,South Aliciachester,Austria,1,3,"scene, need, offer, serve, shake",807.31
664,181,Villa,Shared room,Gregoryview,Grenada,1,2,"happen, continue, personal, seem, already",917.25
665,6,Apartment,Private room,New Mary,Finland,5,3,"main, think, social, pattern, husband",675.36
666,91,Villa,Shared room,Johnsonshire,Latvia,5,3,"page, product, value, more, price",476.16
667,96,House,Shared room,North Samanthachester,Finland,4,1,"list, thousand, among, information, available",158.04
668,226,House,Shared room,Brandontown,Tonga,5,1,"four, magazine, organization, again, reflect",783.61
669,182,House,Entire place,Floreston,Eritrea,2,1,"bad, receive, major, which, state",793.79
670,159,Villa,Entire place,Simpsonchester,Spain,5,1,"miss, fine, personal, boy, remain",914.3
671,80,Apartment,Entire place,West Sheilaborough,Peru,4,1,"matter, cut, central, board, loss",265.41
672,179,Studio,Shared room,North James,Belarus,5,1,"whom, quite, approach, would, before",349.66
673,241,Apartment,Shared room,East Robert,Bouvet Island (Bouvetoya),5,3,"cup, than, reflect, including, buy",798.17
674,34,House,Private room,Thomaschester,Pakistan,4,1,"under, analysis, energy, seem, nearly",122.22
675,154,House,Entire place,Longfort,Northern Mariana Islands,2,3,"bad, include, never, professional, along",364.69
676,120,Studio,Private room,Trujillohaven,Lesotho,4,2,"significant, approach, instead, weight, important",196.32
677,243,Studio,Entire place,East Amanda,Norway,4,1,"huge, want, people, free, theory",205.88
678,48,Studio,Private room,South Bianca,Japan,5,2,"population, anyone, style, cup, nice",451.05
679,40,Apartment,Entire place,West Michaelshire,Antarctica (the territory South of 60 deg S),2,3,"industry, course, book, various, opportunity",596.64
680,98,Villa,Entire place,Patrickshire,Israel,4,3,"write, produce, which, arrive, Democrat",936.96
681,171,Villa,Private room,Carterhaven,Korea,5,2,"few, land, animal, the, spend",969.26
682,3,Apartment,Entire place,Andradeburgh,Guam,2,2,"allow, effort, none, line, black",569.47
683,98,Apartment,Shared room,South Bryan,Netherlands Antilles,2,2,"suddenly, inside, reality, agree, interview",704.2
684,97,Studio,Entire place,North William,Montserrat,1,1,"none, party, firm, on, throughout",795.51
685,100,Studio,Entire place,North Kristinamouth,Venezuela,3,3,"benefit, character, about, low, street",590.86
686,286,Villa,Shared room,South Peter,Turks and Caicos Islands,2,3,"effort, glass, also, partner, after",768.35
687,216,Studio,Entire place,East Destiny,Jordan,4,1,"world, rule, eight, eat, word",637.54
688,82,House,Shared room,New Tammyberg,Switzerland,1,1,"late, leader, home, yard, get",923.94
689,209,House,Shared room,Lisaburgh,South Africa,4,2,"receive, decide, probably, you, most",621.55
690,200,Villa,Entire place,South Michelestad,Turks and Caicos Islands,5,3,"test, everyone, north, late, TV",641.83
691,181,Studio,Entire place,South Corey,Jamaica,4,1,"still, spend, hospital, theory, try",322.48
692,216,Apartment,Shared room,Stonetown,Dominica,5,1,"class, section, team, skin, music",830.28
693,253,House,Entire place,Weberview,Turkey,5,3,"production, increase, professor, him, soldier",335.17
694,288,Apartment,Private room,East Racheltown,Turkey,5,2,"word, traditional, consider, win, nice",642.9
695,97,Apartment,Shared room,Medinafort,Iceland,5,1,"present, structure, begin, long, possible",698.4
696,59,Studio,Private room,Barbaraville,Grenada,1,1,"them, majority, unit, knowledge, Republican",981.3
697,237,Villa,Entire place,Erichaven,Micronesia,5,2,"since, enter, degree, give, present",777.32
698,177,Villa,Private room,Rangelbury,Isle of Man,2,1,"hit, lot, serious, close, fast",909.57
699,253,Studio,Shared room,Rojasport,Nepal,5,2,"response, base, turn, appear, be",763.84
700,242,Villa,Shared room,Sheilachester,United States Minor Outlying Islands,3,3,"investment, down, small, learn, carry",153.43
701,4,Villa,Private room,Lake Victorton,Lao People's Democratic Republic,4,2,"part, in, spring, authority, part",998.12
702,53,Studio,Entire place,Anthonyshire,Micronesia,4,2,"fight, moment, carry, list, executive",123.1
703,112,Apartment,Private room,Christophertown,Gabon,3,2,"finally, girl, sometimes, song, cup",195.24
704,239,Apartment,Shared room,Brownview,French Polynesia,1,2,"civil, age, total, close, million",679.9
705,169,Villa,Shared room,Howestad,Andorra,4,3,"staff, likely, above, raise, performance",782.76
706,222,House,Entire place,East Edwinshire,Venezuela,5,1,"compare, television, same, between, special",994.41
707,270,House,Shared room,Luceroview,San Marino,2,3,"human, young, accept, management, dark",476.29
708,146,Apartment,Private room,Kennethside,Luxembourg,4,1,"child, ever, front, be, physical",879.01
709,124,House,Entire place,Christianside,Madagascar,4,1,"two, owner, research, want, song",701.64
710,144,Apartment,Shared room,East Ryan,Taiwan,5,2,"same, owner, president, American, be",885.62
711,89,House,Entire place,Port Marialand,Timor-Leste,5,2,"environmental, contain, them, keep, quality",954.85
712,293,Villa,Shared room,West Jasmine,Saint Martin,5,3,"budget, material, attack, decision, without",465.45
713,268,Apartment,Private room,Jodiville,Gambia,1,3,"all, strong, determine, remember, may",435.26
714,209,House,Entire place,East Joshua,Australia,3,2,"become, enough, thousand, plan, take",626.9
715,125,House,Private room,Powellmouth,Bouvet Island (Bouvetoya),5,3,"involve, finally, never, age, challenge",402.99
716,220,House,Private room,Willieshire,Norway,5,2,"success, rich, although, civil, speech",505.18
717,25,Villa,Entire place,West Carlos,Philippines,1,2,"them, know, any, treat, property",528.19
718,225,Studio,Shared room,West Benjamin,Iraq,4,3,"word, together, agency, worry, learn",683.3
719,244,House,Private room,East Larry,Tonga,5,2,"particular, religious, seek, hard, century",703.91
720,17,House,Shared room,Davidborough,Palau,1,3,"center, skill, maybe, station, tell",193.77
721,93,Studio,Entire place,Olsonberg,Georgia,2,2,"serve, real, bit, idea, good",439.26
722,5,House,Private room,Adamsfort,Portugal,1,2,"apply, language, behind, same, total",711.8
723,136,Apartment,Shared room,Lake Dawn,Suriname,1,2,"your, million, garden, memory, world",584.52
724,43,House,Shared room,North Joshuahaven,Central African Republic,3,1,"note, door, cause, score, such",815.47
725,98,Apartment,Shared room,Heathermouth,Botswana,3,2,"once, drug, compare, clearly, yes",704.17
726,204,Apartment,Private room,Owensbury,Tokelau,5,1,"send, need, animal, size, history",839.31
727,124,Villa,Private room,Jillianmouth,United Kingdom,2,1,"current, huge, plant, dark, turn",476.23
728,188,Villa,Entire place,Lloydburgh,Panama,3,3,"charge, whatever, agreement, hotel, head",788.85
729,203,Villa,Shared room,North Brendashire,Morocco,4,2,"hard, thousand, past, into, good",231.93
730,128,Studio,Shared room,New Andrewton,Myanmar,4,2,"accept, cold, officer, box, pull",250.23
731,35,Villa,Entire place,West Kimberly,Malta,1,2,"ago, point, blue, wall, executive",841.31
732,123,Villa,Entire place,Lake Susan,Isle of Man,5,2,"door, involve, be, process, himself",734.47
733,199,House,Entire place,West Christine,Samoa,3,2,"ok, source, budget, family, forward",868.23
734,114,House,Entire place,Lopezburgh,United States of America,5,3,"morning, station, house, challenge, same",945.64
735,239,Apartment,Entire place,Aliburgh,Turkmenistan,2,3,"worker, certain, in, also, although",335.51
736,222,House,Entire place,Garrettmouth,Central African Republic,4,3,"thing, lose, difference, us, can",544.87
737,16,Villa,Shared room,Erinburgh,Dominica,3,2,"cup, determine, data, growth, member",609.11
738,30,Villa,Shared room,Port Shelby,Korea,1,1,"speech, enough, rate, couple, project",149.85
739,81,House,Entire place,Yangburgh,Nepal,2,2,"she, individual, staff, response, beautiful",357.54
740,100,Villa,Private room,New Laurieton,New Caledonia,3,1,"nice, care, near, cell, lose",419.26
741,185,Apartment,Private room,South Sabrina,Timor-Leste,2,2,"dream, paper, everybody, yard, hope",551.07
742,222,House,Entire place,Smithside,Suriname,4,2,"base, career, beat, knowledge, young",411.21
743,31,House,Shared room,Lauraview,Uzbekistan,1,1,"others, whose, hair, seat, environment",518.93
744,126,Villa,Entire place,Davidton,Botswana,4,3,"site, thought, its, then, little",248.12
745,197,Apartment,Shared room,East Adrianland,Congo,5,3,"arrive, until, race, how, enter",251.95
746,227,House,Private room,East Annette,Dominica,1,1,"house, collection, environmental, appear, stock",771.6
747,17,Studio,Private room,Carlamouth,Reunion,1,1,"itself, seven, quickly, without, special",271.32
748,29,Villa,Entire place,New Daisyport,Jordan,3,3,"cut, media, surface, good, model",868.26
749,173,House,Private room,Harrisshire,Japan,3,3,"scientist, seek, natural, law, leg",597.15
750,250,Apartment,Entire place,Lake Stephen,Kazakhstan,4,1,"according, agree, activity, home, argue",819.8
751,68,Villa,Private room,Dorothytown,Lebanon,1,3,"computer, authority, garden, method, big",222.43
752,298,Apartment,Entire place,New Erik,France,4,1,"involve, property, different, coach, east",805.6
753,195,Villa,Shared room,New Danielle,Lebanon,3,2,"purpose, down, whole, because, responsibility",578.89
754,49,House,Entire place,South Roger,British Virgin Islands,3,1,"executive, green, draw, perform, term",280.84
755,191,Apartment,Shared room,Rachelbury,Samoa,5,3,"cold, option, pay, responsibility, room",498.16
756,222,Apartment,Entire place,North Christian,Antarctica (the territory South of 60 deg S),3,1,"spring, move, peace, though, let",649.59
757,50,Apartment,Entire place,Port Bryan,Belize,5,1,"fine, team, girl, dark, floor",265.97
758,251,Villa,Private room,Port Bobby,Hong Kong,5,2,"into, large, Mr, condition, price",709.63
759,31,House,Entire place,West Stanleyshire,Lithuania,2,1,"short, series, try, road, third",182.84
760,264,Villa,Shared room,South Devin,Germany,1,3,"according, magazine, sometimes, try, study",908.75
761,283,Apartment,Private room,Mariaside,Comoros,1,3,"dog, star, environment, our, capital",787.27
762,54,Villa,Entire place,North Ashley,Faroe Islands,4,2,"each, property, series, board, sound",210.98
763,242,House,Entire place,Jessicafort,Tuvalu,5,3,"prove, without, fear, find, hand",252.25
764,262,Villa,Private room,Joshuabury,Finland,2,3,"probably, moment, fear, address, relationship",317.97
765,244,Studio,Private room,South Markborough,Uganda,5,3,"fire, work, spend, her, until",102.79
766,190,Studio,Entire place,Jonathonmouth,French Guiana,1,2,"red, child, agency, leave, admit",134.77
767,1,Apartment,Entire place,South Briannaborough,Mali,3,3,"me, walk, approach, enough, class",826.48
768,213,House,Entire place,Patrickburgh,Pakistan,3,3,"rate, west, number, listen, television",667.71
769,13,Apartment,Private room,East Nancystad,Austria,5,1,"science, wait, either, keep, address",119.26
770,18,House,Shared room,Port Fernando,Dominican Republic,3,1,"billion, my, customer, daughter, professor",907.45
771,132,Studio,Private room,Jimenezburgh,Malta,3,2,"assume, right, should, miss, Democrat",766.46
772,191,Studio,Private room,West Eric,Sweden,3,3,"culture, plan, wall, enter, plant",509.87
773,244,Apartment,Shared room,West Dawn,French Polynesia,4,1,"lead, tax, argue, capital, theory",363.17
774,71,Apartment,Shared room,Ariaston,South Georgia and the South Sandwich Islands,1,2,"return, baby, game, hour, often",422.14
775,194,Apartment,Entire place,Lake Tylertown,Cayman Islands,5,1,"boy, away, same, remain, experience",643.21
776,129,Apartment,Shared room,Christinaburgh,Angola,4,2,"blood, day, these, detail, skill",926.18
777,158,Studio,Shared room,Hillfurt,Sudan,3,2,"newspaper, cover, station, when, they",551.44
778,138,Studio,Entire place,Jonathonhaven,Serbia,3,1,"finish, thank, conference, hit, firm",249.51
779,71,Studio,Shared room,Livingstonberg,Thailand,4,3,"similar, plan, and, money, soon",611.54
780,106,House,Shared room,Marshtown,Nigeria,3,2,"view, mention, tree, be, TV",140.25
781,26,Villa,Private room,Lake Justin,Antarctica (the territory South of 60 deg S),1,3,"perform, upon, thought, play, day",612.73
782,255,Apartment,Shared room,Carlastad,Guinea-Bissau,1,1,"over, term, event, officer, behind",588.28
783,281,Apartment,Shared room,Loweview,Botswana,2,1,"establish, share, water, sister, write",993.6
784,248,House,Private room,Lowemouth,Kiribati,2,2,"a, five, deep, present, which",591.03
785,9,Villa,Private room,South Christie,Maldives,5,1,"national, decide, garden, recently, kind",362.34
786,163,Studio,Entire place,Lake Megan,Mayotte,1,1,"after, major, inside, decision, these",265.49
787,21,House,Shared room,Roberttown,Timor-Leste,2,3,"shoulder, everything, article, paper, smile",654.41
788,104,Apartment,Shared room,Lewismouth,Anguilla,3,1,"authority, appear, large, final, create",871.11
789,184,Apartment,Entire place,South Stephen,Bolivia,2,2,"difficult, culture, charge, whether, become",739.27
790,222,Villa,Shared room,East Steve,Egypt,2,2,"environment, car, stage, shoulder, minute",594.57
791,198,Studio,Private room,Caldwellborough,Vietnam,4,3,"director, election, feeling, edge, rise",276.96
792,114,Studio,Shared room,Lake Ashleyville,Indonesia,3,1,"seem, push, civil, have, service",471.19
793,221,Villa,Private room,East Patrickville,Bosnia and Herzegovina,1,3,"dream, life, run, whom, day",960.41
794,13,Studio,Private room,Johnsonmouth,Romania,5,3,"service, consumer, likely, decade, employee",359.94
795,187,House,Entire place,Simonburgh,Lesotho,1,1,"argue, record, suggest, reality, western",679.19
796,98,Villa,Shared room,South Jameschester,Svalbard & Jan Mayen Islands,3,1,"check, always, build, generation, several",329.93
797,299,House,Private room,Port Patricia,Vietnam,1,2,"between, wear, quickly, sport, drop",152.66
798,280,Villa,Shared room,Williamborough,Montserrat,1,2,"cup, home, defense, film, throw",677.24
799,43,Studio,Private room,West Gregorychester,Rwanda,5,2,"whom, last, effect, deep, suddenly",50.46
800,224,House,Entire place,West Gabriellaville,New Zealand,4,3,"expect, choose, bad, color, why",911.62
801,244,Studio,Entire place,Davidton,Paraguay,1,2,"bring, environment, have, space, peace",631.47
802,168,House,Entire place,Lake Randyhaven,Sao Tome and Principe,5,3,"purpose, must, likely, best, food",597.2
803,9,Villa,Shared room,Fieldshaven,French Southern Territories,4,1,"anything, last, prevent, measure, those",964.55
804,246,Apartment,Entire place,South Denise,Latvia,5,3,"training, nothing, meeting, collection, long",952.51
805,298,Studio,Shared room,Millerchester,Uganda,2,1,"worry, can, nothing, garden, paper",878.2
806,60,Villa,Private room,Turnerborough,Luxembourg,5,1,"describe, general, pretty, voice, back",990.07
807,98,House,Shared room,Robertmouth,Greenland,2,2,"company, plan, drug, term, also",164.33
808,242,Studio,Entire place,Hoffmanchester,Bahrain,5,3,"choice, family, and, American, board",502.53
809,241,Studio,Entire place,Jamesborough,Liberia,3,2,"manager, eat, high, point, year",425.25
810,43,Studio,Private room,Riosburgh,Yemen,5,1,"government, require, follow, year, clear",336.09
811,70,House,Private room,Shawnbury,Iceland,4,2,"center, contain, wrong, might, still",810.34
812,296,Villa,Entire place,Patrickmouth,Gabon,4,1,"center, month, itself, reason, another",572.19
813,278,Apartment,Entire place,North Carlland,Togo,4,1,"traditional, movement, start, city, billion",412.18
814,64,Villa,Shared room,Lake Courtneyborough,New Zealand,4,1,"ago, fill, recent, exist, show",614.42
815,162,Villa,Entire place,Lake Sarah,China,4,2,"attack, require, training, bag, ground",763.59
816,225,Villa,Entire place,Michellemouth,Central African Republic,1,3,"along, purpose, center, help, many",291.37
817,231,House,Private room,Geraldport,Sweden,4,1,"choice, husband, cell, spring, election",541.78
818,130,Villa,Entire place,Danielport,Myanmar,2,2,"yourself, food, large, whatever, name",635.09
819,49,Studio,Entire place,Sarahberg,Guadeloupe,3,3,"wall, difficult, arm, few, dream",529.41
820,229,House,Shared room,North Hannah,Saint Vincent and the Grenadines,5,1,"make, enjoy, center, change, word",798.33
821,120,Studio,Shared room,Willisview,Belarus,3,3,"realize, stuff, billion, the, adult",257.65
822,289,House,Shared room,Cynthiaview,Kuwait,2,1,"before, rest, cup, nice, we",534.31
823,192,House,Shared room,Michaelview,Puerto Rico,4,2,"central, director, beat, oil, sign",584.24
824,86,Apartment,Entire place,New Melissa,Norfolk Island,4,3,"check, lay, want, simply, ground",526.49
825,162,Studio,Private room,Campbellmouth,Oman,3,2,"these, during, picture, can, wonder",310.14
826,124,Studio,Shared room,Port Henry,Pakistan,4,1,"thought, couple, road, rather, number",744.53
827,8,Studio,Private room,Tinaville,Algeria,3,2,"consider, herself, computer, hotel, perhaps",275.33
828,227,Villa,Entire place,Kristinaton,Iraq,4,3,"smile, could, far, last, use",519.33
829,5,Apartment,Entire place,Mannview,Austria,4,1,"head, top, answer, in, trip",636.46
830,5,House,Entire place,North Shannonshire,Bhutan,5,3,"upon, wrong, computer, same, wife",830.17
831,43,Apartment,Private room,Marisashire,Thailand,2,3,"the, design, social, interesting, enjoy",830.02
832,233,House,Private room,Ronaldhaven,Costa Rica,3,3,"trouble, however, free, scientist, wonder",409.88
833,4,Apartment,Entire place,South Randy,Korea,3,3,"above, surface, military, interesting, buy",179.55
834,70,Villa,Shared room,Castilloport,Liechtenstein,5,1,"carry, wait, guy, fish, across",779.86
835,282,House,Entire place,South Benjamin,Haiti,2,1,"pick, without, director, about, physical",903.24
836,237,House,Entire place,North Karenstad,Zambia,5,1,"side, win, lot, film, explain",987.15
837,56,Villa,Shared room,Romeroberg,Northern Mariana Islands,3,2,"best, air, production, dream, reflect",484.92
838,83,Apartment,Private room,Leeberg,Gambia,1,1,"item, read, southern, employee, exactly",575.38
839,250,Villa,Private room,Joshuafort,British Indian Ocean Territory (Chagos Archipelago),3,3,"necessary, sound, threat, many, glass",883.37
840,138,House,Private room,Williamfurt,Turkmenistan,4,1,"who, decade, be, treat, employee",881.81
841,200,Studio,Entire place,Thorntonfurt,Bosnia and Herzegovina,5,2,"out, know, issue, international, history",752.71
842,2,Villa,Private room,West Brucebury,Thailand,3,2,"everybody, agreement, natural, financial, really",329.11
843,31,Apartment,Private room,West Donald,Ghana,1,3,"no, ball, gun, air, after",514.05
844,290,House,Private room,Nicholsstad,United Arab Emirates,2,3,"figure, statement, different, structure, spend",671.98
845,8,Villa,Shared room,Lake Jonathanfort,Iceland,4,2,"collection, company, all, center, itself",455.8
846,183,Villa,Entire place,South Matthew,France,2,2,"history, process, item, pay, quality",493.8
847,114,Apartment,Entire place,North Lisa,Antarctica (the territory South of 60 deg S),3,1,"early, hand, step, economy, strong",480.07
848,56,Apartment,Shared room,Xavierland,Switzerland,1,2,"tree, become, management, job, half",364.86
849,254,Studio,Private room,Thomaschester,Latvia,3,3,"front, control, history, especially, once",948.19
850,76,Villa,Private room,Penamouth,Egypt,1,1,"forward, her, nor, hand, office",61.89
851,233,Villa,Entire place,East Lindaton,Comoros,1,2,"other, activity, final, age, walk",313.74
852,296,House,Private room,Nicoleview,Dominica,3,2,"conference, outside, American, music, development",711.79
853,196,Studio,Private room,Pattersonstad,Kenya,3,2,"run, start, contain, between, season",275.6
854,80,Villa,Private room,Port Brenda,Eritrea,1,3,"someone, study, simply, send, movement",129.81
855,15,Villa,Private room,Elizabethville,Suriname,3,3,"network, study, ask, around, discussion",792.77
856,235,Studio,Private room,Murrayview,Bermuda,5,2,"break, measure, green, almost, matter",669.15
857,235,Studio,Entire place,South Michelle,Angola,3,3,"scene, discover, everyone, care, keep",271.17
858,70,Apartment,Shared room,Brownstad,Croatia,3,2,"subject, full, position, threat, manager",613.12
859,115,Villa,Entire place,West Catherine,Yemen,3,2,"others, size, sell, worker, seat",936.04
860,289,House,Entire place,South Veronicatown,Brazil,1,2,"join, newspaper, gas, again, act",777.33
861,95,Villa,Entire place,West Matthew,Honduras,5,1,"computer, natural, various, trouble, evidence",773.85
862,34,Villa,Entire place,Bryanborough,Finland,1,2,"scene, actually, campaign, week, idea",477.52
